id,gmv,28.04.22,29.04.22,30.04.22,01.05.22,02.05.22,03.05.22,04.05.22,05.05.22,06.05.22,07.05.22,08.05.22,09.05.22,10.05.22,11.05.22,12.05.22,13.05.22,14.05.22,15.05.22,16.05.22,17.05.22,18.05.22,19.05.22,20.05.22,21.05.22,22.05.22,23.05.22,24.05.22,25.05.22
17072588,172,1,3,0,0,0,3,2,4,3,0,0,0,5,4,4,1,0,0,2,2,4,2,4,0,0,0,2,2
35783403,36,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0
27820385,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
87688688,391,5,0,3,4,3,3,2,4,7,2,2,5,3,0,6,0,0,9,2,6,5,1,1,13,8,8,4,4
14581779,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,4,7,1,3,2,0
15794239,34,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
69895397,255,20,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
17990082,385,9,11,0,0,0,4,0,0,8,0,0,12,8,0,6,11,0,0,10,9,0,9,11,0,0,0,5,0
105580187,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118097883,179,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,4,4,0,3,2,1,0,0,10,1,4,3,2
17072592,34,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
84608479,78,0,0,0,0,0,0,0,0,2,1,5,0,2,2,0,2,5,1,1,0,0,0,0,0,1,0,0,0
60490563,56,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
53150711,32,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
37421798,455,3,7,6,1,1,5,2,2,5,4,11,4,1,3,2,1,7,9,2,2,5,1,4,10,7,10,5,2
121866142,53,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,0,0,1,2,0,1,0,0,0,0,1,1
14811138,152,3,6,1,0,0,4,0,0,3,2,0,5,4,0,0,2,0,0,6,0,0,3,0,0,0,1,0,4
79823905,40,5,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
64553777,371,9,8,8,9,0,6,3,1,6,0,3,1,3,7,8,6,2,6,0,6,3,5,4,0,0,0,0,2
97715512,421,0,15,14,0,0,14,2,0,10,17,17,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87918038,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
108791443,323,9,8,18,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,10
58262422,146,1,0,0,1,0,1,3,2,1,3,5,0,0,4,2,0,2,0,1,0,2,0,7,2,2,1,0,2
15859712,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,2,2,0,4,0,0
64455459,121,0,0,0,0,1,4,2,0,1,1,0,1,1,2,6,2,0,1,0,0,0,2,0,3,4,1,0,2
89359782,156,0,0,0,0,0,0,0,5,8,0,0,9,0,0,0,8,0,0,0,0,0,1,6,0,0,0,3,5
65241877,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,13,4,3,13,6,0,0,0,13,0
98370858,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
24281483,852,11,11,17,6,5,8,8,7,11,12,2,11,8,15,10,17,14,7,4,5,6,5,12,8,7,2,8,5
54330308,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
109315710,220,0,0,0,0,0,0,3,0,9,0,0,5,14,6,0,5,0,3,3,10,2,0,0,0,0,0,0,5
15990792,360,3,0,3,7,4,3,4,5,6,5,4,4,5,2,2,6,0,7,3,5,2,0,1,4,4,1,3,7
62980924,551,14,2,13,8,10,13,16,8,8,4,0,10,12,12,9,7,7,0,0,0,0,0,0,0,0,0,0,0
16416773,573,4,16,6,0,0,8,3,1,6,7,0,0,1,8,9,3,16,2,4,2,5,1,17,4,18,3,11,6
75662723,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42992529,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
115509222,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
26968222,122,2,0,0,2,2,1,0,0,0,0,1,0,3,3,0,0,2,2,1,1,0,2,0,1,3,2,4,2
14352860,330,0,0,0,0,0,2,9,0,8,9,0,8,2,10,0,0,11,7,4,2,6,1,2,0,0,0,8,5
43451295,66,2,0,0,0,0,0,0,0,0,0,2,3,1,2,1,1,0,0,3,1,2,1,0,0,0,0,0,0
56754795,427,4,6,11,3,0,2,5,2,3,8,2,0,4,4,5,3,7,6,0,4,4,4,5,9,5,0,7,3
87589937,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
106202974,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,2,0,0,0,0
55673435,209,7,0,4,0,0,6,2,5,5,5,0,0,1,8,10,0,7,0,0,0,0,1,1,0,0,0,0,0
50070513,137,1,1,11,0,0,0,5,1,3,10,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
55673436,340,0,4,7,0,0,0,0,0,0,0,0,5,3,3,0,11,8,0,0,7,6,0,13,8,0,3,16,5
86213676,590,12,14,0,9,0,12,7,8,16,12,0,0,12,12,4,5,11,4,0,0,0,0,3,12,0,0,1,12
75007340,203,0,4,4,6,0,0,0,0,11,10,6,0,0,0,0,3,3,0,4,0,0,6,0,0,0,0,0,0
16646633,740,9,0,14,0,8,0,8,14,6,10,2,13,12,7,7,10,3,8,0,12,3,6,9,12,6,8,9,8
77235585,108,1,1,0,0,3,4,1,0,1,4,0,2,0,3,1,0,0,0,1,3,0,0,0,0,0,0,5,0
30769358,237,0,0,1,4,0,5,2,0,3,7,3,2,2,0,0,2,0,2,2,7,5,0,1,4,5,5,1,4
48759798,22,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62980830,175,2,2,3,5,1,0,1,0,0,3,2,3,3,2,0,1,3,5,0,1,1,1,2,2,3,1,2,0
16581085,234,0,7,1,0,0,0,4,4,0,0,0,0,0,0,0,0,6,6,4,4,0,4,0,11,0,14,0,0
73925961,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0
48563142,228,2,4,1,0,0,0,4,1,5,3,2,2,0,1,4,2,3,4,3,0,4,4,0,7,3,1,0,2
117671456,484,10,0,18,12,5,9,0,11,6,6,5,0,0,0,3,5,2,13,11,6,0,1,0,3,5,1,3,2
71075097,40,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1
15237581,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
108562270,300,3,3,0,0,10,2,0,5,8,0,5,0,5,0,10,0,1,8,0,7,1,2,5,5,0,4,3,0
22249589,116,2,10,0,0,0,2,0,0,2,0,0,0,4,0,1,4,0,0,2,4,0,2,0,0,0,0,2,0
80971258,342,1,0,1,2,2,0,1,6,8,20,14,4,4,5,2,4,2,4,0,3,1,3,3,2,1,2,0,1
67831074,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71107859,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17694783,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0
15073748,355,4,8,3,4,4,9,4,2,7,4,0,0,9,5,7,3,3,2,0,0,4,4,5,1,0,1,3,5
16941114,186,5,10,7,8,1,4,5,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
94635160,245,0,5,6,0,0,5,4,7,10,0,0,6,6,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0
18940001,24,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18317397,2 010,31,24,24,13,32,28,4,8,19,8,16,32,19,21,27,23,17,0,0,0,0,36,28,30,37,23,22,24
15860151,479,3,3,4,8,5,8,2,5,2,2,11,3,0,4,6,4,6,6,4,4,4,6,0,4,11,4,5,8
83527093,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83756458,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
22151175,148,0,2,4,0,0,0,0,0,3,5,1,2,2,4,4,0,0,0,0,3,3,3,3,4,0,0,0,0
121210476,50,0,0,0,0,0,0,0,0,2,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31228037,396,5,6,1,0,0,4,4,6,4,4,0,8,7,9,8,5,2,0,6,2,4,4,7,3,0,0,6,6
64225934,135,4,1,0,0,0,2,6,2,3,0,0,0,3,3,1,2,0,0,0,4,0,3,2,0,0,0,2,0
98337927,382,2,2,11,0,10,3,0,4,8,4,10,0,0,1,5,0,5,3,4,1,4,0,1,6,9,2,3,7
14320001,99,1,0,0,0,0,4,3,0,0,0,0,1,2,2,2,1,3,2,1,0,0,1,0,1,1,1,0,2
20545636,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15401397,197,0,0,5,5,0,0,3,2,0,2,0,0,3,0,1,6,10,3,3,6,4,1,0,0,0,0,0,3
65503879,198,0,0,2,0,1,1,0,2,1,0,0,5,4,1,3,1,3,4,2,5,2,3,3,1,1,3,6,3
116983704,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77563389,641,8,8,2,13,4,2,4,5,10,0,9,13,5,3,3,3,5,7,4,5,5,4,3,8,0,16,16,8
56328761,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20906074,360,6,9,8,0,0,0,3,0,30,0,4,0,9,0,1,0,0,13,0,0,0,3,0,0,0,9,4,0
75793890,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,1,0,0,6,0
23789581,685,0,6,11,0,0,10,3,10,12,11,0,10,15,0,7,15,10,4,6,11,0,14,8,11,7,0,17,0
62620363,120,1,0,0,0,1,2,1,0,1,0,1,0,1,0,1,3,4,0,1,2,1,2,1,5,0,2,1,2
21135414,53,1,1,0,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
16056713,97,0,0,0,0,4,2,0,2,0,0,0,0,0,0,3,0,2,1,3,0,3,0,3,5,0,0,0,0
91489289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50791033,41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83625340,50,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23298274,373,2,6,2,7,4,1,3,4,1,2,6,5,3,7,3,5,4,7,1,2,0,2,2,2,10,5,0,4
63242820,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0
15073637,89,0,10,4,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
18415772,112,11,10,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28278825,225,1,2,2,0,3,0,5,1,6,1,5,4,0,3,0,2,0,0,1,1,0,2,6,2,3,9,0,2
85460126,116,0,0,0,0,0,4,3,0,0,2,1,4,1,0,0,0,0,0,1,3,0,1,2,3,0,0,5,2
18022549,52,1,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
66454129,230,4,5,0,0,0,3,4,3,3,0,0,0,7,3,4,3,0,0,0,3,4,6,4,0,0,0,5,3
52265626,338,1,5,3,3,0,2,6,0,3,2,1,3,8,12,0,5,0,9,3,10,2,1,4,1,0,5,1,4
121439930,120,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,3,1,15,0,2,1,1,0,0,0,1,0,3
15270254,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
85853335,814,0,10,0,0,12,6,16,10,9,12,0,13,18,17,12,8,11,6,13,8,8,18,9,0,3,8,0,0
37782476,73,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,1,1,0,0,1,0,1,4,2
